full_name,make,msrp_high,msrp_low,vehicle_model,year
2018 Chevrolet 5500HD LCF Diesel,Chevrolet,64975.0,57925.0,5500HD LCF Diesel,2018
2018 Chevrolet 5500XD LCF Diesel,Chevrolet,66845.0,59785.0,5500XD LCF Diesel,2018
2018 Chevrolet 6500XD LCF Diesel,Chevrolet,85075.0,84190.0,6500XD LCF Diesel,2018
2018 Chevrolet City Express Cargo Van,Chevrolet,24710.0,23850.0,City Express Cargo Van,2018
2018 Chevrolet Express Cargo Van,Chevrolet,36695.0,32490.0,Express Cargo Van,2018
2018 FIAT 124 Spider,FIAT,29590.0,26290.0,124 Spider,2018
2018 FIAT 500,FIAT,21790.0,17540.0,500,2018
2018 FIAT 500c,FIAT,23285.0,19035.0,500c,2018
2018 FIAT 500e,FIAT,34290.0,34290.0,500e,2018
2018 FIAT 500L,FIAT,25140.0,22240.0,500L,2018
2018 FIAT 500X,FIAT,28710.0,21290.0,500X,2018
2018 Ford C-Max Hybrid,Ford,28150.0,24995.0,C-Max Hybrid,2018
2018 Ford EcoSport,Ford,28325.0,20990.0,EcoSport,2018
2018 Ford Edge,Ford,41765.0,30310.0,Edge,2018
2018 Ford Escape,Ford,34485.0,24935.0,Escape,2018
2018 Ford Expedition,Ford,77470.0,49485.0,Expedition,2018
2018 Ford Expedition Max,Ford,80160.0,53185.0,Expedition Max,2018
2018 Ford Explorer,Ford,54935.0,33135.0,Explorer,2018
2018 Ford F-150,Ford,66280.0,29200.0,F-150,2018
2018 Ford Fiesta,Ford,22160.0,15080.0,Fiesta,2018
2018 Ford Flex,Ford,44290.0,31280.0,Flex,2018
2018 Ford Focus,Ford,41995.0,18825.0,Focus,2018
2018 Ford Fusion,Ford,39885.0,23110.0,Fusion,2018
2018 Ford Fusion Energi,Ford,42295.0,34295.0,Fusion Energi,2018
2018 Ford Fusion Hybrid,Ford,38265.0,26285.0,Fusion Hybrid,2018
2018 Ford Mustang,Ford,56935.0,26675.0,Mustang,2018
2018 Ford Super Duty F-250 SRW,Ford,81715.0,34645.0,Super Duty F-250 SRW,2018
2018 Ford Super Duty F-350 DRW,Ford,84365.0,37305.0,Super Duty F-350 DRW,2018
2018 Ford Super Duty F-350 SRW,Ford,82890.0,35815.0,Super Duty F-350 SRW,2018
2018 Ford Super Duty F-450 DRW,Ford,87780.0,53290.0,Super Duty F-450 DRW,2018
2018 Ford Taurus,Ford,43860.0,28685.0,Taurus,2018
2018 Ford Transit Connect Wagon,Ford,31650.0,27020.0,Transit Connect Wagon,2018
2018 Ford Transit Passenger Wagon,Ford,45640.0,36495.0,Transit Passenger Wagon,2018
2018 Ford Transit Connect Van,Ford,26860.0,24335.0,Transit Connect Van,2018
2018 Ford Transit Van,Ford,42835.0,33775.0,Transit Van,2018
2018 GMC Acadia,GMC,48095.0,29995.0,Acadia,2018
2018 GMC Canyon,GMC,44595.0,22095.0,Canyon,2018
2018 GMC Savana Passenger,GMC,38875.0,34710.0,Savana Passenger,2018
2018 GMC Sierra 1500,GMC,57795.0,30495.0,Sierra 1500,2018
2018 GMC Sierra 2500HD,GMC,61095.0,36495.0,Sierra 2500HD,2018
2018 GMC Sierra 3500HD,GMC,61395.0,37595.0,Sierra 3500HD,2018
2018 GMC Terrain,GMC,40295.0,25990.0,Terrain,2018
2018 GMC Yukon,GMC,70495.0,50395.0,Yukon,2018
2018 GMC Yukon XL,GMC,73195.0,53095.0,Yukon XL,2018
2018 GMC Savana Cargo Van,GMC,36695.0,32490.0,Savana Cargo Van,2018
2018 Honda Accord Hybrid,Honda,35605.0,25995.0,Accord Hybrid,2018
2018 Honda Accord Sedan,Honda,36695.0,24465.0,Accord Sedan,2018
2018 Honda Civic Coupe,Honda,27320.0,20245.0,Civic Coupe,2018
2018 Honda Civic Hatchback,Honda,29645.0,21045.0,Civic Hatchback,2018
2018 Honda Civic Sedan,Honda,27695.0,19835.0,Civic Sedan,2018
2018 Honda Civic Si Coupe,Honda,25195.0,24995.0,Civic Si Coupe,2018
2018 Honda Civic Si Sedan,Honda,25195.0,24995.0,Civic Si Sedan,2018
2018 Honda Civic Type R,Honda,35595.0,35595.0,Civic Type R,2018
2018 Honda Clarity Electric,Honda,N/A,N/A,Clarity Electric,2018
2018 Honda Clarity Fuel Cell,Honda,N/A,N/A,Clarity Fuel Cell,2018
2018 Honda Clarity Plug-In Hybrid,Honda,37495.0,34295.0,Clarity Plug-In Hybrid,2018
2018 Honda CR-V,Honda,35145.0,25245.0,CR-V,2018
2018 Honda Fit,Honda,22415.0,17085.0,Fit,2018
2018 Honda HR-V,Honda,27535.0,20665.0,HR-V,2018
2018 Honda Odyssey,Honda,47765.0,30985.0,Odyssey,2018
2018 Honda Pilot,Honda,48465.0,31895.0,Pilot,2018
2018 Honda Ridgeline,Honda,44215.0,30725.0,Ridgeline,2018
2018 Hyundai Accent,Hyundai,19780.0,15880.0,Accent,2018
2018 Hyundai Elantra,Hyundai,23785.0,17835.0,Elantra,2018
2018 Hyundai Elantra GT,Hyundai,25235.0,20235.0,Elantra GT,2018
2018 Hyundai Ioniq Electric,Hyundai,36885.0,30385.0,Ioniq Electric,2018
2018 Hyundai Ioniq Hybrid,Hyundai,28435.0,23085.0,Ioniq Hybrid,2018
2018 Hyundai Ioniq Plug-In Hybrid,Hyundai,29185.0,25835.0,Ioniq Plug-In Hybrid,2018
2018 Hyundai Kona,Hyundai,29680.0,20480.0,Kona,2018
2018 Hyundai Santa Fe,Hyundai,42280.0,31830.0,Santa Fe,2018
2018 Hyundai Santa Fe Sport,Hyundai,38180.0,25930.0,Santa Fe Sport,2018
2018 Hyundai Sonata,Hyundai,33335.0,22935.0,Sonata,2018
2018 Hyundai Sonata Hybrid,Hyundai,31385.0,26385.0,Sonata Hybrid,2018
2018 Hyundai Sonata Plug-In Hybrid,Hyundai,39735.0,34135.0,Sonata Plug-In Hybrid,2018
2018 Hyundai Tucson,Hyundai,31805.0,23530.0,Tucson,2018
2018 INFINITI Q50,INFINITI,53995.0,36195.0,Q50,2018
2018 INFINITI Q60,INFINITI,54995.0,40945.0,Q60,2018
2018 INFINITI Q70,INFINITI,66895.0,51295.0,Q70,2018
2018 INFINITI Q70L,INFINITI,68595.0,52795.0,Q70L,2018
2018 INFINITI QX30,INFINITI,42195.0,30945.0,QX30,2018
2018 INFINITI QX60,INFINITI,46095.0,44295.0,QX60,2018
2018 INFINITI QX80,INFINITI,69145.0,66045.0,QX80,2018
2018 Jaguar E-PACE,Jaguar,54545.0,39595.0,E-PACE,2018
2018 Jaguar F-PACE,Jaguar,64195.0,43060.0,F-PACE,2018
2018 Jaguar F-TYPE,Jaguar,125995.0,60895.0,F-TYPE,2018
2018 Jaguar XE,Jaguar,60405.0,36720.0,XE,2018
2018 Jaguar XF,Jaguar,73095.0,48770.0,XF,2018
2018 Jaguar XJ,Jaguar,123395.0,76395.0,XJ,2018
2018 Jeep Cherokee,Jeep,38785.0,25840.0,Cherokee,2018
2018 Jeep Compass,Jeep,30690.0,22590.0,Compass,2018
2018 Jeep Grand Cherokee,Jeep,87695.0,32390.0,Grand Cherokee,2018
2018 Jeep Renegade,Jeep,28940.0,20245.0,Renegade,2018
2018 Jeep Wrangler,Jeep,39440.0,29440.0,Wrangler,2018
2018 Jeep Wrangler JK,Jeep,35090.0,25440.0,Wrangler JK,2018
2018 Jeep Wrangler JK Unlimited,Jeep,38890.0,29340.0,Wrangler JK Unlimited,2018
2018 Jeep Wrangler Unlimited,Jeep,42940.0,32940.0,Wrangler Unlimited,2018
2018 Land Rover Discovery,Land,68485.0,53085.0,Discovery,2018
2018 Land Rover Discovery Sport,Land,53890.0,38790.0,Discovery Sport,2018
2018 Land Rover Range Rover,Land,208895.0,88345.0,Range Rover,2018
2018 Land Rover Range Rover Evoque,Land,66595.0,42795.0,Range Rover Evoque,2018
2018 Land Rover Range Rover Sport,Land,114595.0,67745.0,Range Rover Sport,2018
2018 Land Rover Range Rover Velar,Land,90295.0,50895.0,Range Rover Velar,2018
2018 Kia Cadenza,Kia,45590.0,33190.0,Cadenza,2018
2018 Kia Forte,Kia,22595.0,17695.0,Forte,2018
2018 Kia Forte5,Kia,26995.0,19195.0,Forte5,2018
2018 Kia K900,Kia,62850.0,51850.0,K900,2018
2018 Kia Niro,Kia,32940.0,24280.0,Niro,2018
2018 Kia Niro Plug-In Hybrid,Kia,35440.0,28840.0,Niro Plug-In Hybrid,2018
2018 Kia Optima,Kia,31495.0,23495.0,Optima,2018
2018 Kia Optima Hybrid,Kia,31885.0,26890.0,Optima Hybrid,2018
2018 Kia Optima Plug-In Hybrid,Kia,36105.0,36105.0,Optima Plug-In Hybrid,2018
2018 Kia Rio,Kia,19295.0,14795.0,Rio,2018
2018 Kia Rio 5-door,Kia,19595.0,15095.0,Rio 5-door,2018
2018 Kia Sedona,Kia,42990.0,27990.0,Sedona,2018
2018 Kia Sorento,Kia,47290.0,26890.0,Sorento,2018
2018 Kia Soul,Kia,23795.0,17095.0,Soul,2018
2018 Kia Soul EV,Kia,36845.0,33145.0,Soul EV,2018
2018 Kia Sportage,Kia,35390.0,24590.0,Sportage,2018
2018 Kia Stinger,Kia,52300.0,32800.0,Stinger,2018
2018 Lexus ES,Lexus,42815.0,39945.0,ES,2018
2018 Lexus GS,Lexus,69675.0,47505.0,GS,2018
2018 Lexus GS F,Lexus,85345.0,85345.0,GS F,2018
2018 Lexus GX,Lexus,64525.0,53150.0,GX,2018
2018 Lexus IS,Lexus,44990.0,39205.0,IS,2018
2018 Lexus LC,Lexus,97505.0,92995.0,LC,2018
2018 Lexus LS,Lexus,85245.0,76025.0,LS,2018
2018 Lexus LX,Lexus,91925.0,86925.0,LX,2018
2018 Lexus NX,Lexus,40770.0,36980.0,NX,2018
2018 Lexus RC,Lexus,46730.0,41635.0,RC,2018
2018 Lexus RC F,Lexus,65645.0,65645.0,RC F,2018
2018 Lexus RX,Lexus,55580.0,44495.0,RX,2018
2018 Lincoln Continental,Lincoln,68410.0,46155.0,Continental,2018
2018 Lincoln MKC,Lincoln,49305.0,34280.0,MKC,2018
2018 Lincoln MKT,Lincoln,49950.0,44455.0,MKT,2018
2018 Lincoln MKX,Lincoln,57650.0,39960.0,MKX,2018
2018 Lincoln MKZ,Lincoln,50805.0,36530.0,MKZ,2018
2018 Lincoln Navigator,Lincoln,95500.0,73850.0,Navigator,2018
2018 Lincoln Navigator L,Lincoln,98700.0,81050.0,Navigator L,2018
2018 Lotus Evora 400,Lotus,96785.0,96785.0,Evora 400,2018
2018 Mazda CX-3,Mazda,27390.0,21085.0,CX-3,2018
2018 Mazda CX-5,Mazda,31940.0,25145.0,CX-5,2018
2018 Mazda CX-9,Mazda,45310.0,33125.0,CX-9,2018
2018 Mazda Mazda3 4-Door,Mazda,25090.0,18990.0,Mazda3 4-Door,2018
2018 Mazda Mazda3 5-Door,Mazda,25840.0,20240.0,Mazda3 5-Door,2018
2018 Mazda Mazda6,Mazda,35645.0,22845.0,Mazda6,2018
2018 Mazda MX-5 Miata,Mazda,32165.0,26190.0,MX-5 Miata,2018
2018 Mazda MX-5 Miata RF,Mazda,34720.0,32805.0,MX-5 Miata RF,2018
2018 Mercedes-Benz AMG GT,Mercedes-Benz,157995.0,113395.0,AMG GT,2018
2018 Mercedes-Benz C-Class,Mercedes-Benz,82495.0,41245.0,C-Class,2018
2018 Mercedes-Benz CLA,Mercedes-Benz,51395.0,33695.0,CLA,2018
2018 Mercedes-Benz CLS,Mercedes-Benz,109895.0,76145.0,CLS,2018
2018 Mercedes-Benz E-Class,Mercedes-Benz,107945.0,53945.0,E-Class,2018
2018 Mercedes-Benz G-Class,Mercedes-Benz,228295.0,124595.0,G-Class,2018
2018 Mercedes-Benz GLA,Mercedes-Benz,51595.0,34395.0,GLA,2018
2018 Mercedes-Benz GLC,Mercedes-Benz,81745.0,41045.0,GLC,2018
2018 Mercedes-Benz GLE,Mercedes-Benz,112855.0,53195.0,GLE,2018
2018 Mercedes-Benz GLS,Mercedes-Benz,126295.0,70545.0,GLS,2018
2018 Mercedes-Benz Metris Passenger Van,Mercedes-Benz,34895.0,30990.0,Metris Passenger Van,2018
2018 Mercedes-Benz S-Class,Mercedes-Benz,251895.0,90895.0,S-Class,2018
2018 Mercedes-Benz SL,Mercedes-Benz,222995.0,89195.0,SL,2018
2018 Mercedes-Benz SLC,Mercedes-Benz,62345.0,49395.0,SLC,2018
2018 Mercedes-Benz Sprinter Cab Chassis,Mercedes-Benz,39625.0,38915.0,Sprinter Cab Chassis,2018
2018 Mercedes-Benz Sprinter Crew Van,Mercedes-Benz,56005.0,45500.0,Sprinter Crew Van,2018
2018 Mitsubishi Eclipse Cross,Mitsubishi,28890.0,24290.0,Eclipse Cross,2018
2018 Mitsubishi Mirage,Mitsubishi,17490.0,14290.0,Mirage,2018
2018 Mercedes-Benz Sprinter Passenger Van,Mercedes-Benz,55750.0,48180.0,Sprinter Passenger Van,2018
2018 Mercedes-Benz Metris Cargo Van,Mercedes-Benz,31445.0,26990.0,Metris Cargo Van,2018
2018 Mitsubishi Mirage G4,Mitsubishi,17990.0,15290.0,Mirage G4,2018
2018 Mitsubishi Outlander,Mitsubishi,33240.0,24940.0,Outlander,2018
2018 Mitsubishi Outlander PHEV,Mitsubishi,41290.0,35590.0,Outlander PHEV,2018
2018 Mercedes-Benz Sprinter Cargo Van,Mercedes-Benz,57725.0,34990.0,Sprinter Cargo Van,2018
2018 Mitsubishi Outlander Sport,Mitsubishi,26990.0,21390.0,Outlander Sport,2018
2018 Nissan 370Z Coupe,Nissan,47985.0,30885.0,370Z Coupe,2018
2018 Nissan 370Z Roadster,Nissan,50295.0,42715.0,370Z Roadster,2018
2018 Nissan Altima,Nissan,34525.0,24155.0,Altima,2018
2018 Nissan Armada,Nissan,63485.0,47485.0,Armada,2018
2018 Nissan Frontier,Nissan,37845.0,20035.0,Frontier,2018
2018 Nissan GT-R,Nissan,177085.0,101585.0,GT-R,2018
2018 Nissan Kicks,Nissan,21335.0,19035.0,Kicks,2018
2018 Nissan LEAF,Nissan,37095.0,30885.0,LEAF,2018
2018 Nissan Maxima,Nissan,41985.0,34315.0,Maxima,2018
2018 Nissan Murano,Nissan,45075.0,32045.0,Murano,2018
2018 Nissan NV Passenger,Nissan,43415.0,36565.0,NV Passenger,2018
2018 Nissan Pathfinder,Nissan,45305.0,32085.0,Pathfinder,2018
2018 Nissan Rogue,Nissan,34775.0,25845.0,Rogue,2018
2018 Nissan Rogue Sport,Nissan,29585.0,22685.0,Rogue Sport,2018
2018 Nissan Sentra,Nissan,26685.0,17885.0,Sentra,2018
2018 Nissan Titan,Nissan,58195.0,31425.0,Titan,2018
2018 Nissan Titan XD,Nissan,65505.0,33685.0,Titan XD,2018
2018 Nissan Versa Note,Nissan,18995.0,16495.0,Versa Note,2018
2018 Nissan Versa Sedan,Nissan,16835.0,13005.0,Versa Sedan,2018
2018 Nissan NV Cargo,Nissan,38765.0,30245.0,NV Cargo,2018
2018 Nissan NV200 Compact Cargo,Nissan,23945.0,22945.0,NV200 Compact Cargo,2018
2018 Porsche 718 Boxster,Porsche,82950.0,58450.0,718 Boxster,2018
2018 Porsche 718 Cayman,Porsche,80850.0,56350.0,718 Cayman,2018
2018 Porsche 911,Porsche,294250.0,92150.0,911,2018
2018 Porsche Cayenne,Porsche,162650.0,61650.0,Cayenne,2018
2018 Porsche Macan,Porsche,88750.0,48850.0,Macan,2018
2018 Porsche Panamera,Porsche,195850.0,86050.0,Panamera,2018
2018 Ram Truck 1500,Ram,55690.0,28990.0,1500,2018
2018 Ram Truck 2500,Ram,61340.0,34740.0,2500,2018
2018 Ram Truck 3500,Ram,62440.0,36140.0,3500,2018
2018 Ram Truck ProMaster City Wagon,Ram,28890.0,27240.0,ProMaster City Wagon,2018
2018 Ram Truck ProMaster Cutaway,Ram,32090.0,30990.0,ProMaster Cutaway,2018
2018 Ram Truck ProMaster Cargo Van,Ram,41140.0,31690.0,ProMaster Cargo Van,2018
2018 Ram Truck ProMaster City Cargo Van,Ram,27340.0,25590.0,ProMaster City Cargo Van,2018
2018 Ram Truck ProMaster Window Van,Ram,41240.0,37290.0,ProMaster Window Van,2018
2018 Subaru BRZ,Subaru,34355.0,26455.0,BRZ,2018
2018 Subaru Crosstrek,Subaru,27210.0,22710.0,Crosstrek,2018
2018 Subaru Forester,Subaru,37005.0,23710.0,Forester,2018
2018 Subaru Impreza,Subaru,25555.0,19355.0,Impreza,2018
2018 Subaru Legacy,Subaru,32805.0,23055.0,Legacy,2018
2018 Subaru Outback,Subaru,39605.0,26810.0,Outback,2018
2018 Subaru WRX,Subaru,41755.0,27855.0,WRX,2018
2018 Tesla Motors Model 3,Tesla,65200.0,47200.0,Model 3,2018
2018 Tesla Motors Model S,Tesla,136200.0,75700.0,Model S,2018
2018 Tesla Motors Model X,Tesla,141200.0,80700.0,Model X,2018
2018 Toyota 4Runner,Toyota,46205.0,35855.0,4Runner,2018
2018 Toyota 86,Toyota,30225.0,27375.0,86,2018
2018 Toyota Avalon,Toyota,43720.0,34420.0,Avalon,2018
2018 Toyota Camry,Toyota,36020.0,24565.0,Camry,2018
2018 Toyota C-HR,Toyota,25395.0,23545.0,C-HR,2018
2018 Toyota Corolla,Toyota,23700.0,19520.0,Corolla,2018
2018 Toyota Corolla iM,Toyota,20510.0,19770.0,Corolla iM,2018
2018 Toyota Highlander,Toyota,49525.0,32275.0,Highlander,2018
2018 Toyota Land Cruiser,Toyota,85860.0,85860.0,Land Cruiser,2018
2018 Toyota Mirai,Toyota,59285.0,59285.0,Mirai,2018
2018 Toyota Prius,Toyota,31485.0,24395.0,Prius,2018
2018 Toyota Prius c,Toyota,25885.0,21550.0,Prius c,2018
2018 Toyota Prius Prime,Toyota,34220.0,28220.0,Prius Prime,2018
2018 Toyota RAV4,Toyota,37445.0,25705.0,RAV4,2018
2018 Toyota Sequoia,Toyota,68830.0,49895.0,Sequoia,2018
2018 Toyota Sienna,Toyota,49760.0,31895.0,Sienna,2018
2018 Toyota Tacoma,Toyota,44765.0,26445.0,Tacoma,2018
2018 Toyota Tundra 2WD,Toyota,48675.0,32715.0,Tundra 2WD,2018
2018 Toyota Tundra 4WD,Toyota,51725.0,35765.0,Tundra 4WD,2018
2018 Toyota Yaris,Toyota,19980.0,16555.0,Yaris,2018
2018 Toyota Yaris iA,Toyota,17970.0,16870.0,Yaris iA,2018
2018 Volkswagen Atlas,Volkswagen,49735.0,31745.0,Atlas,2018
2018 Volkswagen Beetle,Volkswagen,27685.0,21115.0,Beetle,2018
2018 Volkswagen Beetle Convertible,Volkswagen,32985.0,26335.0,Beetle Convertible,2018
2018 Volkswagen e-Golf,Volkswagen,38195.0,31345.0,e-Golf,2018
2018 Volkswagen Golf,Volkswagen,25650.0,21805.0,Golf,2018
2018 Volkswagen Golf Alltrack,Volkswagen,36555.0,26850.0,Golf Alltrack,2018
2018 Volkswagen Golf GTI,Volkswagen,37065.0,27310.0,Golf GTI,2018
2018 Volkswagen Golf R,Volkswagen,41780.0,40680.0,Golf R,2018
2018 Volkswagen Golf SportWagen,Volkswagen,31140.0,22580.0,Golf SportWagen,2018
2018 Volkswagen Jetta,Volkswagen,30440.0,19540.0,Jetta,2018
2018 Volkswagen Passat,Volkswagen,35545.0,23890.0,Passat,2018
2018 Volkswagen Tiguan,Volkswagen,38545.0,25590.0,Tiguan,2018
2018 Volkswagen Tiguan Limited,Volkswagen,25125.0,23150.0,Tiguan Limited,2018
2018 Volvo S60,Volvo,60995.0,35095.0,S60,2018
2018 Volvo S60 Cross Country,Volvo,45345.0,45345.0,S60 Cross Country,2018
2018 Volvo S90,Volvo,69145.0,49095.0,S90,2018
2018 Volvo V60,Volvo,62595.0,39245.0,V60,2018
2018 Volvo V60 Cross Country,Volvo,46695.0,42845.0,V60 Cross Country,2018
2018 Volvo V90,Volvo,58945.0,50945.0,V90,2018
2018 Volvo V90 Cross Country,Volvo,61495.0,53295.0,V90 Cross Country,2018
2018 Volvo XC60,Volvo,57695.0,42495.0,XC60,2018
2018 Volvo XC90,Volvo,105895.0,47895.0,XC90,2018
2017 Acura ILX,Acura,35945.0,28955.0,ILX,2017
2017 Acura MDX,Acura,59495.0,45045.0,MDX,2017
2017 Acura NSX,Acura,156940.0,156940.0,NSX,2017
2017 Acura RDX,Acura,44815.0,36665.0,RDX,2017
2017 Acura RLX,Acura,66915.0,55415.0,RLX,2017
2017 Acura TLX,Acura,45865.0,32965.0,TLX,2017
2017 Aston Martin DB11,Aston,233170.0,214820.0,DB11,2017
2017 Aston Martin Rapide S,Aston,208825.0,207775.0,Rapide S,2017
2017 Aston Martin Vanquish,Aston,315775.0,290475.0,Vanquish,2017
2017 Aston Martin Vantage,Aston,203781.0,189281.0,Vantage,2017
2017 BMW 2 Series,BMW,52045.0,34145.0,2 Series,2017
2017 BMW 3 Series,BMW,51545.0,34445.0,3 Series,2017
2017 BMW 4 Series,BMW,60295.0,42945.0,4 Series,2017
2017 BMW 5 Series,BMW,73495.0,52195.0,5 Series,2017
2017 BMW 6 Series,BMW,123495.0,78595.0,6 Series,2017
2017 BMW 7 Series,BMW,154795.0,82495.0,7 Series,2017
2017 BMW i3,BMW,49295.0,43395.0,i3,2017
2017 BMW i8,BMW,144395.0,144395.0,i8,2017
2017 BMW M2,BMW,53495.0,53495.0,M2,2017
2017 BMW M3,BMW,64995.0,64995.0,M3,2017
2017 BMW M4,BMW,75695.0,67195.0,M4,2017
2017 BMW M6,BMW,120995.0,114695.0,M6,2017
2017 BMW X1,BMW,36745.0,34745.0,X1,2017
2017 BMW X3,BMW,49945.0,41045.0,X3,2017
2017 BMW X4,BMW,59095.0,46545.0,X4,2017
2017 BMW X5,BMW,74645.0,57595.0,X5,2017
2017 BMW X5 M,BMW,101695.0,101695.0,X5 M,2017
2017 BMW X6,BMW,78445.0,63495.0,X6,2017
2017 BMW X6 M,BMW,105095.0,105095.0,X6 M,2017
2017 Buick Cascada,Buick,37990.0,33990.0,Cascada,2017
2017 Buick Enclave,Buick,50550.0,39990.0,Enclave,2017
2017 Buick Encore,Buick,32890.0,23915.0,Encore,2017
2017 Buick Envision,Buick,45885.0,34990.0,Envision,2017
2017 Buick LaCrosse,Buick,44190.0,32990.0,LaCrosse,2017
2017 Buick Regal,Buick,37465.0,27990.0,Regal,2017
2017 Buick Verano,Buick,27480.0,21990.0,Verano,2017
2017 Cadillac ATS Coupe,Cadillac,50490.0,38590.0,ATS Coupe,2017
2017 Cadillac ATS Sedan,Cadillac,47990.0,35590.0,ATS Sedan,2017
2017 Cadillac ATS-V Coupe,Cadillac,63890.0,63890.0,ATS-V Coupe,2017
2017 Cadillac ATS-V Sedan,Cadillac,61690.0,61690.0,ATS-V Sedan,2017
2017 Cadillac CT6 Sedan,Cadillac,88790.0,54790.0,CT6 Sedan,2017
2017 Cadillac CTS Sedan,Cadillac,71790.0,46990.0,CTS Sedan,2017
2017 Cadillac CTS-V Sedan,Cadillac,86990.0,86990.0,CTS-V Sedan,2017
2017 Cadillac Escalade,Cadillac,96390.0,74590.0,Escalade,2017
2017 Cadillac Escalade ESV,Cadillac,99390.0,77590.0,Escalade ESV,2017
2017 Cadillac XT5,Cadillac,63890.0,40390.0,XT5,2017
2017 Cadillac XTS,Cadillac,73690.0,46590.0,XTS,2017
2017 Chevrolet Bolt EV,Chevrolet,41780.0,37495.0,Bolt EV,2017
2017 Chevrolet Camaro,Chevrolet,68135.0,26900.0,Camaro,2017
2017 Chevrolet Colorado,Chevrolet,42620.0,20995.0,Colorado,2017
2017 Chevrolet Corvette,Chevrolet,84445.0,56445.0,Corvette,2017
2017 Chevrolet Cruze,Chevrolet,26270.0,17850.0,Cruze,2017
2017 Chevrolet Equinox,Chevrolet,32685.0,23995.0,Equinox,2017
2017 Chevrolet Express Passenger,Chevrolet,38500.0,34335.0,Express Passenger,2017
2017 Chevrolet Impala,Chevrolet,41790.0,28375.0,Impala,2017
2017 Chevrolet Malibu,Chevrolet,31850.0,22555.0,Malibu,2017
2017 Chevrolet Silverado 1500,Chevrolet,56570.0,29080.0,Silverado 1500,2017
2017 Chevrolet Silverado 2500HD,Chevrolet,59505.0,34905.0,Silverado 2500HD,2017
2017 Chevrolet Silverado 3500HD,Chevrolet,59655.0,36005.0,Silverado 3500HD,2017
2017 Chevrolet Sonic,Chevrolet,22090.0,16020.0,Sonic,2017
2017 Chevrolet Spark,Chevrolet,18300.0,13875.0,Spark,2017
2017 Chevrolet SS,Chevrolet,47620.0,47620.0,SS,2017
2017 Chevrolet Suburban,Chevrolet,86530.0,51210.0,Suburban,2017
2017 Chevrolet Tahoe,Chevrolet,66435.0,48510.0,Tahoe,2017
2017 Chevrolet Traverse,Chevrolet,44940.0,29595.0,Traverse,2017
2017 Chevrolet Trax,Chevrolet,28495.0,21895.0,Trax,2017
2017 Chevrolet Volt,Chevrolet,38445.0,34095.0,Volt,2017
2017 Chevrolet 3500 LCF Gas,Chevrolet,49930.0,41630.0,3500 LCF Gas,2017
2017 Chevrolet 3500HD LCF Diesel,Chevrolet,50385.0,48845.0,3500HD LCF Diesel,2017
2017 Chevrolet 4500 LCF Gas,Chevrolet,52335.0,44050.0,4500 LCF Gas,2017
2017 Chevrolet 4500HD LCF Diesel,Chevrolet,58520.0,52675.0,4500HD LCF Diesel,2017
2017 Chevrolet 4500XD LCF Diesel,Chevrolet,60125.0,54280.0,4500XD LCF Diesel,2017
2017 Chevrolet 5500HD LCF Diesel,Chevrolet,63185.0,57365.0,5500HD LCF Diesel,2017
2017 Chevrolet 5500XD LCF Diesel,Chevrolet,64940.0,59210.0,5500XD LCF Diesel,2017
2017 Chrysler 200,Chrysler,32880.0,23210.0,200,2017
2017 Chrysler 300,Chrysler,46365.0,33435.0,300,2017
2017 Chevrolet City Express Cargo Van,Chevrolet,24510.0,23400.0,City Express Cargo Van,2017
2017 Chrysler Pacifica,Chrysler,46090.0,30090.0,Pacifica,2017
2017 Chevrolet Express Cargo Van,Chevrolet,36145.0,31940.0,Express Cargo Van,2017
2017 Dodge Challenger,Dodge,63590.0,28090.0,Challenger,2017
2017 Dodge Charger,Dodge,67040.0,29090.0,Charger,2017
2017 Dodge Durango,Dodge,45790.0,31090.0,Durango,2017
2017 Dodge Grand Caravan,Dodge,35490.0,27090.0,Grand Caravan,2017
2017 Dodge Journey,Dodge,34990.0,22290.0,Journey,2017
2017 Dodge Viper,Dodge,121290.0,90390.0,Viper,2017
2017 FIAT 124 Spider,FIAT,29190.0,25990.0,124 Spider,2017
2017 FIAT 500,FIAT,19490.0,15990.0,500,2017
2017 FIAT 500 Abarth,FIAT,22485.0,20990.0,500 Abarth,2017
2017 FIAT 500c,FIAT,20985.0,17485.0,500c,2017
2017 FIAT 500e,FIAT,33990.0,33990.0,500e,2017
2017 FIAT 500L,FIAT,24690.0,21990.0,500L,2017
2017 FIAT 500X,FIAT,28045.0,20990.0,500X,2017
2017 Ford C-Max Energi,Ford,30995.0,27995.0,C-Max Energi,2017
2017 Ford C-Max Hybrid,Ford,28050.0,25050.0,C-Max Hybrid,2017
2017 Ford Edge,Ford,41795.0,29845.0,Edge,2017
2017 Ford Escape,Ford,31895.0,24645.0,Escape,2017
2017 Ford Expedition,Ford,68445.0,43795.0,Expedition,2017
2017 Ford Expedition EL,Ford,71090.0,47070.0,Expedition EL,2017
2017 Ford Explorer,Ford,54180.0,32605.0,Explorer,2017
2017 Ford F-150,Ford,64920.0,28405.0,F-150,2017
2017 Ford Fiesta,Ford,22015.0,14535.0,Fiesta,2017
2017 Ford Flex,Ford,43925.0,30920.0,Flex,2017
2017 Ford Focus,Ford,36995.0,17650.0,Focus,2017
2017 Ford Fusion,Ford,39625.0,23485.0,Fusion,2017
